ADV-ID,Class,Gender,Major1,Major2,Major3,Bus-City,Bus-State,Bus-Zipcode,Bus-Country,Job-Title,Field of Work,Industry,Employer
0007830450,1978,M,History,,,New York,NY,10016,,Psychiatrist,Physician/Surgeon,,Self-employed
0008164870,1981,M,History,,,New York,NY,10019-6021,,Counsel-Environmental Law Group,Attorney,,"Paul, Weiss, Rifkind et al."
0008294004,1982,M,History,,,New York,NY,10013-2309,,Managing Director,Investments,Banking/Financial Service,CitiGroup
0008352137,1983,M,History,,,New York,NY,10006-1404,,Partner,Attorney,,"Cleary, Gottlieb, Steen & Hamilton LLP"
0008188672,1981,M,History,,,New York,NY,10039,,"Podiatrist, Physician & Surgeon",Physician/Surgeon,,Self-employed
0008218695,1982,M,History,,,New York,NY,10178-0002,,Partner,Attorney,Law/Legal Service/Courts,Kelley Drye & Warren
0008500512,1985,F,History,,,New York,NY,10019-6101,,Vice President,Film/Television/Radio,,The Paley Center for Media
0010008938,1988,F,History,,,New York,NY,10041,,Product Manager,Other,,Standard & Poor's Capital IQ
0010009096,1986,F,History,Art,,New York,NY,10011,,Location Coordinator,Film/Television/Radio,,Law & Order
0010008705,1987,M,History,,,New York,NY,10007-2988,,Attorney,Attorney,,Law Offices of Justin Brasch
0010009030,1989,M,History,Classics,,New York,NY,10013-2375,,"Associate, M & A Group",Banking,,"Smith Barney, Inc."
0010008324,1987,M,History,,,New York,NY,10019,,Partner,Attorney,Law/Legal Service/Courts,Davis & Gilbert
0010009316,1987,F,History,,,New York,NY,10010,,Account Executive,Arts Administrator,,LaPlaca Cohen Advertising
0010009345,1989,F,History,,,New York,NY,10105,,Partner,Consulting,Consulting,Accenture
0010017830,1993,M,History,,,New York,NY,10020,,Senior Writer,Journalist/Reporter,,Fortune Magazine
0010017896,1993,F,History,,,New York,NY,10013,,Grantmaker,,,The New School for Social Research
0010017941,1993,M,History,,,New York,NY,10010,,Programmer,Computing,,"i33 Communications, Inc."
0010015702,1992,M,History,,,New York,NY,10011,,Contracts Manager,Printing/Publishing,,"Henry Holt and Company, Inc."
0010015665,1992,M,History,Political Science,,New York,NY,10013,,"Deputy Director, Global Diversity",,,Salomon Smith Barney
0010019963,1994,M,History,Political Science,,New York,NY,10019-6018,,Manager,Accounting/Auditing,,Ernst & Young
0007154542,1971,M,History,,,New York,NY,10019-6018,,Partner,Attorney,Law/Legal Service/Courts,Sidley Austin LLP
0007873398,1978,M,History,,,New York,NY,10017,,Managing Director,Management,Banking/Financial Service,TIAA-CREF Financial Services
0010009989,1987,F,History,,,New York,NY,10001,,Associate,Attorney,Law/Legal Service/Courts,"Dershowitz, Eiger & Adelson, PC"
0010015509,1992,F,History,Spanish,,New York,NY,10028,,Head of History Dept.,Educator,Education - Pre-school-12,The Chapin School
0006321181,1963,M,History,,,New York,NY,10036-1510,,Managing Director,Finance,Banking/Financial Service,U.S. Trust Co.
0010012671,1991,F,History,Theatre,,New York,NY,10012,,Director,Advertising/Marketing,Consulting,Applied Research & Consulting
0010007983,1986,F,History,English,,New York,NY,10285,,Vice President,Advertising/Marketing,Banking/Financial Service,American Express
0006724426,1967,M,History,,,New York,NY,10022,,Bookseller,Retail/Wholesale,Retail/Wholesale Trade,Barnes & Noble
0010015519,1992,F,History,Asian Studies,,New York,NY,10036,,Reporter,Journalist/Reporter,Publishing,Thomson Reuters
0006946727,1969,M,History,,,New York,NY,10022-3506,,Of Counsel,Attorney,Law/Legal Service/Courts,Kaye Scholer LLP
0010008659,1987,F,History,,,New York,NY,10001,,"SVP, Compensation, Benefits & HRIS",Human Resources/Personnel,Retail/Wholesale Trade,"Coach, Inc."
0010017878,1993,F,History,American Studies,,New York,NY,10026,,,Communications/Media,Media/Communications,Moore Media LLC
0010026150,1997,F,History,Asian Studies,,New York,NY,10006,,Associate,Attorney,Law/Legal Service/Courts,"Cleary, Gottlieb, Steen & Hamilton LLP"
0006823075,1968,M,History,,,New York,NY,10270,,Managing Director,Investments,Real Estate,AIG Global Real Estate Investments
0010019857,1994,F,History,,,New York,NY,10003,,Director of Community Service,Educator,Education - Pre-school-12,Friends Seminary
0008091170,1980,F,History,,,New York,NY,10036,,Deputy General Counsel,Attorney,Law/Legal Service/Courts,Ernst & Young
0008146430,1981,M,History,,,New York,NY,10081,,,Advertising/Marketing,,J.P. Morgan Chase
0010012750,1991,M,History,,,New York,NY,10080,,Structural credit,,,Merrill Lynch & Company
0010009295,1986,M,History,,,New York,NY,10022,,Managing Director,Investments,,Wilshire Associates Inc.
0010018246,1993,F,History,Art,,New York,NY,10005,,Associate,Attorney,Law/Legal Service/Courts,Cahill Gordon & Reindel
0010040346,2003,M,History,,,New York,NY,10022,,Editorial Assistant,Editing/Writing,Publishing,HarperCollins Publishers Inc.
0010010042,1988,M,History,,,New York,NY,10036-2711,,Partner,Attorney,Law/Legal Service/Courts,"White & Case, LLP"
0010028018,1998,M,History,,,New York,NY,10036,,Promotions Marketing Manager,Advertising/Marketing,,MTV Networks
0010015441,1992,M,History,,,New York,NY,10022,,Sr. VP,,,Sony Urban Music
0010037998,2002,F,History,Art,,New York,NY,10016,,,Clerk/Administrative Assistant,Arts Organization,John Simon Guggenheim Mem. Foundation
0007149635,1971,M,History,,,New York,NY,10017,,Senior Credit Portfolio Manager,Finance,Banking/Financial Service,"Primus Financial Products, LLC"
0010012843,1991,F,History,English,,New York,NY,10011,,Head of Programming,Programming,,MDRxDirect.com
0010015464,1993,M,History,,,New York,NY,10016,,Partner,,,"Bridger Capital Partners, LLC"
0010008810,1987,M,History,,,New York,NY,10011,,Senior Vice President & General Counsel,Attorney,Entertainment/Sports,"Major League Baseball Adv. Media, Inc."
0010026182,1997,M,History,,,New York,NY,10005,,Associate,Attorney,Law/Legal Service/Courts,"Schindler, Cohen & Hochman LLP"
0010023841,1996,M,History,,,New York,NY,10019,,,,,"Random House, Inc."
0010028231,1998,M,History,,,New York,NY,10022,,Senior Vice President,Investments,Banking/Financial Service,J.F. Lehman & Company
0008319040,1983,M,History,Political Science,,New York,NY,10006-1404,,,Attorney,Law/Legal Service/Courts,"Cleary, Gottlieb, Steen & Hamilton"
0010010034,1989,M,History,,,New York,NY,10022,,Member,Attorney,Law/Legal Service/Courts,Reitler Brown & Rosenblatt LLC
0010040029,2003,M,History,,,New York,NY,10112,,,,,NBC Sports
0010023760,1996,F,History,,,New York,NY,10004,,Associate,,Law/Legal Service/Courts,Sullivan & Cromwell
0010042399,2004,M,History,,,New York,NY,10017,,Associate,Consulting,Real Estate,Newmark Knight Frank
0010032459,2000,M,History,,,New York,NY,10004,,Derivatives Trader,Finance,Banking/Financial Service,Prudential Financial
0010028250,1998,M,History,,,New York,NY,10036-7207,,"Project Manager, Strategic Planning",Printing/Publishing,,The New York Times Company
0010021823,1996,M,History,Political Science,,New York,NY,10003,,CTO,Education Administrator,,"Uncommon Schools, Inc."
0007641610,1976,M,History,,,New York,NY,10017,,Chief Investment Officer,Management,Real Estate,"Unison Site Management II, LLC"
0010043979,2005,M,History,,,New York,NY,10023,,Volunteer/Field Coordinator,Political Staff/Cmpgn. Worker/Aide,,Lupinacci for Assembly
0010008549,1986,M,History,,,New York,NY,10020,,Partner,Attorney,Law/Legal Service/Courts,"Venable, LLP"
0010012739,1991,M,History,Political Science,,New York,NY,10019-4108,,Managing Director,Venture Capital,,New Mountain Capital
0010019781,1994,F,History,,,New York,NY,10023,,Guidance Counselor,Educator,Education - Pre-school-12,Hudson Honors MS
0010015404,1992,M,History,American Studies,,New York,NY,10017-3903,,Partner,Attorney,Law/Legal Service/Courts,Simpson Thacher & Bartlett LLP
0010041558,2004,M,History,,,New York,NY,10022-2168,,Financial Analyst,Finance,,Guggenheim Partners
0007679518,1976,M,History,,,New York,NY,10018,,Managing Director,Management,Banking/Financial Service,"Legg Mason & Co., LLC"
0008500096,1984,M,History,,,New York,NY,10018,,Partner,Attorney,Law/Legal Service/Courts,Covington & Burling LLP
0010009793,1988,M,History,,,New York,NY,10017-6215,,Partner,,Consulting,"HawkPartners, LLC"
0010009063,1988,F,History,,,New York,NY,10017,,Tax Counsel,Attorney,Research/Laboratory,"Pfizer, Inc."
0010012779,1991,M,History,,,New York,NY,10020,,Senior Writer,Author/Poet/Playwright/Writer,Media/Communications,Sports Illustrated
0010021874,1995,M,History,,,New York,NY,10281,,,Attorney,Law/Legal Service/Courts,"Cadwalader, Wickersham & Taft"
0010022093,1995,F,History,,,New York,NY,10104,,,,,Wenner Media
0007539169,1975,M,History,Political Science,,New York,NY,10171,,,Investments,,UBS Investment Bank
0010019956,1994,M,History,,,New York,NY,10019,,Associate,Investments,Banking/Financial Service,Beta
0010015462,1992,M,History,,,New York,NY,10017,,Print Producer,Printing/Publishing,Advertising,Young & Rubicam
0010035899,2001,F,History,,,New York,NY,10029,,Fifth Grade Teacher,Educator,Education - Pre-school-12,New York City Department of Education
0010022009,1995,M,History,,,New York,NY,10032,,Assistant Professor of Pediatrics,,,Children's Hospital of NY
0008190940,1981,M,History,,,New York,NY,10005,,Director of Fixed Income,Investments,Banking/Financial Service,First Investors Management Company
0010008528,1990,M,History,Art History,,New York,NY,10172,,Executive Director,Sales,Banking/Financial Service,J.P. Morgan Securities
0010015421,1992,M,History,,,New York,NY,10009,,Associate Director,Education Administrator,Education - Pre-school-12,The Boys' Club of New York
0010017990,1993,M,History,Psychology,,New York,NY,10019,,Partner,Attorney,,"Paul, Weiss, Rifkind, Wharton & Garrison"
0006587645,1965,M,History,,,New York,NY,10017,,Partner,Attorney,Law/Legal Service/Courts,Jones Day
0008245775,1982,F,History,African Education,,New York,NY,10013,,Director,,,The Fund for the City of New York
0007357527,1973,F,History,,,New York,NY,10286,,Managing Director,Banking,Banking/Financial Service,The Bank of New York Mellon Corp.
0010035173,2001,M,History,,,New York,NY,10005,,Vice President: SPG,Investments,Banking/Financial Service,Deutsche Bank Securities Inc.
0010019893,1994,M,History,,,New York,NY,10001,,,,,"D'Agostino, Levine & Landesmann LLP"
0010008436,1987,M,History,,,New York,NY,10178,,Partner,,,"Morgan, Lewis and Bockius"
0007239125,1972,M,History,,,New York,NY,10036-2711,,Partner,Attorney,Law/Legal Service/Courts,White & Case LLP
0008182593,1981,M,History,,,New York,NY,10019,,Member & General Counsel,Attorney,,Kohlberg Kravis Roberts & Co. L.P.
0010044129,2005,F,History,,,New York,NY,10065-6038,,Epidemiologist,Public Health,,Memorial Sloan-Kettering Cancer Center
0007071263,1970,M,History,,,New York,NY,10022,,Partner,Attorney,Law/Legal Service/Courts,Reed Smith LLP
0010023790,1996,F,History,,,New York,NY,10154,,Vice President - Private Bank,Public Health,Banking/Financial Service,J.P. Morgan Chase
0010008792,1988,M,History,,,New York,NY,10271,,Special Assistant Attorney General,,,New York State Attorney General's Office
0010009355,1986,M,History,,,New York,NY,10018,,Deputy Night Editor,Editing/Writing,Publishing,New York Times
0010017991,1993,M,History,,,New York,NY,10007-2911,,Of Counsel,Law/Legal Services (non-attorney),Law/Legal Service/Courts,Doar Rieck Kaley & Mack
0010019834,1994,M,History,Economics,,New York,NY,10022,,General Counsel & Managing Director,,,Gerson Lehrman Group
0010048737,2007,F,History,,,New York,NY,10041,,Research Associate,Finance,,Standard & Poor's
0010017924,1993,M,History,,,New York,NY,10019-1100,,Executive Director,,,"Zagats Survey, LLC"
0010008653,1988,M,History,,,New York,NY,10038-3901,,President,,,Lovell Safety Management
0010037146,2002,F,History,,,New York,NY,10005,,,Attorney,,Cahill Gordon & Reindel
0010035511,2001,M,History,Physics,,New York,NY,10005,,Associate,Attorney,,"Milbank, Tweed, Hadley & McCloy, LLP"
0007774892,1976,M,History,,,New York,NY,10019,,CEO,Film/Television/Radio,Media/Communications,"Rosenblum Associates, Inc."
0010037574,2002,M,History,,,New York,NY,10005,,,Attorney,,Brown Brothers Harriman & Co.
0007848680,1978,M,History,Political Economy,,New York,NY,10013,,Director-CMB  Finance Division,Finance,Banking/Financial Service,Citigroup
0010009272,1990,M,History,,,New York,NY,10036,,,,,Morgan Stanley
0008193247,1981,M,History,Political Science,,New York,NY,10022-8521,,Of Counsel,Attorney,,Pavia & Harcourt LLP
0008454748,1984,M,History,,,New York,NY,10004,,,,,The Guardian Life Ins. Co. of America
0010048111,2004,F,History,,,New York,NY,10014,,Senior Copywriter,,Advertising,Saatchi & Saatchi Healthcare Advertising
0010043833,2005,M,History,,,New York,NY,10036,,,Banking,,Morgan Stanley
0010045997,2006,M,History,,,New York,NY,10282-2198,,Vice President-Global Industrials,,Banking/Financial Service,"Goldman, Sachs & Company"
0010019802,1994,F,History,English,,New York,NY,10019,,Director of Marketing,Advertising/Marketing,Publishing,Books on Tape & Listening Library
0010030340,1999,M,History,,,New York,NY,10017,,Vice President,Finance,Banking/Financial Service,J.P. Morgan Chase
0010026114,1997,F,History,,,New York,NY,10017,,Resident Counsel,,Charitable Foundation,The Ford Foundation
0010044105,2005,F,History,,,New York,NY,10013-1941,,,Research,,SEIU 32BJ
0010009114,1987,M,History,,,New York,NY,10022-4834,,Partner,Attorney,Law/Legal Service/Courts,"Latham & Watkins, LLP"
0007834416,1978,M,History,,,New York,NY,10038,,Director,,,NYC Health & Hospitals Corp.
0010041483,2004,M,History,,,New York,NY,10019,,Investment Associate,Finance,Banking/Financial Service,"UBS Financial Services, Inc."
0010012989,1991,F,History,,,NEW YORK,NY,10017,,Associate,Consulting,,"HawkPartners, LLC"
0010039086,2003,F,History,,,New York,NY,10005,,Associate,Library/Archives,Banking/Financial Service,Deutsche Bank
0007606719,1976,M,History,,,New York,NY,10022,,Partner,Attorney,Law/Legal Service/Courts,Reed Smith LLP
0010008636,1986,F,History,,,New York,NY,10024,,Partner,Attorney,Law/Legal Service/Courts,"Macht, Shapiro Arato & Isserles LLP"
0010030220,1999,F,History,,,New York,NY,10013,,Assistant Counsel,Attorney,Law/Legal Service/Courts,NAACP LDF
0010015432,1992,M,History,,,New York,NY,10032,,Asst. Professor of Neurosurgery,Physician/Surgeon,Health Care/Hospital/Medical Serv.,Neurosurgical Associates
0010039122,2003,M,History,,,New York,NY,10017,,Program Director,Market Researcher,Media/Communications,IQPC
0006661564,1966,M,History,,,New York,NY,10019-6092,,Of Counsel,Attorney,Law/Legal Service/Courts,Dewey & LeBoeuf
0010025861,1997,M,History,,,New York,NY,10017,,Trader of Securities,,,Cohen & Steers Capital Management
0010042549,2004,M,History,Psychology,,New York,NY,10005-2858,,Associate in Corporate Strategy,Banking,Banking/Financial Service,Deutsche Bank Securities Inc.
0010032412,2000,M,History,,,New York,NY,10038-3918,,Senior Vice President,,Government,NYC Economic Development Corp.
0010028302,1998,F,History,,,New York,NY,10014-1103,,,Architecture,Engineering/Architectural,Polshek Partnership Architects
0010017853,1993,F,History,,,New York,NY,10019-4001,,"Director, Intermediary Sales",Finance,Banking/Financial Service,"Tocqueville Asset Management, LP"
0010026193,1997,M,History,,,New York,NY,10112,,Producer,Film/Television/Radio,Entertainment/Sports,NBC Sports
0010007853,1986,M,History,,,New York,NY,10055,,Analyst,Finance,Banking/Financial Service,Evercore Partners
0010052905,2009,F,History,,,New York,NY,10003-9512,,Direct Planner,Planning/Strategic Planning,Retail/Wholesale Trade,J. Crew
0007763269,1977,M,History,,,New York,NY,10022,,Director,Real Estate,Real Estate,Sony Corporation of America
0007605809,1976,M,History,,,New York,NY,10017-1028,,"Sr. Vice President, Wealth Advisor",Investments,Banking/Financial Service,Wells Fargo
0010051020,2008,F,History,,,New York,NY,10013-2077,,,,Real Estate,Basile Builders Group
0010044403,2005,M,History,,,New York,NY,10004-2456,,,,,"Goldman, Sachs & Company"
0010026154,1997,F,History,Political Economy,,New York,NY,10017,,Associate,Attorney,Law/Legal Service/Courts,Davis Polk & Wardwell
0010044455,2005,F,History,,,New York,NY,10018-3103,,Assistant Designer,Designing,Arts Organization,Vera Wang
0010025964,1997,F,History,,,New York,NY,10128,,5th Grade Teacher,Educator,Education - Pre-school-12,Trevor Day School
0010032356,2000,M,History,,,New York,NY,10111,,Principal,Investments,Banking/Financial Service,AlpInvest Partners
0010008946,1986,M,History,,,New York,NY,10019-2220,,"Managing Director, Dir. of Research",Consulting,,Accretive Solution
0010009049,1988,M,History,,,New York,NY,10022-6837,,Managing Director,,,New Providence Asset Management
0008329405,1983,M,History,,,New York,NY,10112-0002,,Executive Producer,Film/Television/Radio,Entertainment/Sports,NBC Sports
0010032727,2000,F,History,,,New York,NY,10281-1003,,Associate,Attorney,Law/Legal Service/Courts,Richards Kibbe & Orbe LLP
0010008732,1989,F,History,,,New York,NY,10023-6001,,"Asst. Director, Communications",,,Ethical Culture Fieldston School
0010008583,1989,M,History,,,New York,NY,10022-3109,,Partner & Man. Director & Member,,,Allen & Company Incorporated
0008493771,1984,F,History,,,New York,NY,10065-8187,,Vice President,,,The Andrew W. Mellon Foundation
0008125557,1981,F,History,,,New York,NY,10035-2258,,Development & External Affairs Mgr.,Fundraising,,"Pathways to Housing, Inc."
0010007936,1990,F,History,,,New York,NY,10029-6606,,,Fundraising,Education - Pre-school-12,NY Center for Autism Charter School
0010021999,1995,M,History,,,New York,NY,10104-0101,,Director,Sales,Computers/Information Service,Microsoft Corporation
0007629565,1976,M,History,,,New York,NY,10010,,CEO,Business Administration,Computers/Information Service,Authentic Response Inc.
0010032458,2000,M,History,,,New York,NY,10036-6715,,,Banking,Banking/Financial Service,Bank of America Merrill Lynch
0010047099,2006,F,History,,,New York,NY,10285,,Institutional Equity Sales,Finance,Banking/Financial Service,RBC Capital Markets
0010046878,2006,F,History,,,New York,NY,10004-2498,,Legal Recruiting Assistant,Human Resources/Personnel,Law/Legal Service/Courts,Sullivan & Cromwell
0007547325,1975,M,History,Environmental Studies,,New York,NY,10005-2901,,"Managing Director, Energy Div Head",Management,Banking/Financial Service,The Bank of New York Mellon Corp.
0010050885,2008,M,History,Political Science,,New York,NY,10017-2014,,Private Wealth Management Analyst,,Accounting/Auditing/Bookeeping,J.P. Morgan Chase
0006180250,1961,M,History,,,New York,NY,10019-2706,,CEO & Vice Chairman,,,"Apollo Management, LP"
0010037621,2002,M,History,,,New York,NY,10036-7601,,Vice President,Finance,Banking/Financial Service,Morgan Stanley Smith Barney
0010008147,1988,M,History,,,New York,NY,10011-7006,,Broadcaster/Analyst,,Retail/Wholesale Trade,MLB.Com
0010009492,1987,M,History,,,New York,NY,10016,,"VP, Real Estate & Housing",Real Estate,Health Care/Hospital/Medical Serv.,NYU Langone Medical Center
0010049060,2007,M,History,Political Science,,New York,NY,10004-1471,,Associate,Attorney,Law/Legal Service/Courts,Hughes Hubbard & Reed
0010015635,1992,M,History,,,New York,NY,10005,,Managing Director,Management,,J.P. Morgan Chase
0010041836,2004,M,History,English,,New York,NY,10019,,Associate,Attorney,Law/Legal Service/Courts,"Wachtell, Lipton, Rosen & Katz"
0007227797,1972,F,History,,,New York,NY,10021,,Associate General Counsel,Attorney,Health Care/Hospital/Medical Serv.,Visiting Nurse Service of NY
0010020729,1993,M,History,,,New York,NY,10075,,Clinical Asst. Prof. in Urology,Physician/Surgeon,Health Care/Hospital/Medical Serv.,New York City Urology
0007668517,1976,M,History,,,New York,NY,10174-2399,,Managing Principal,Lobbyist,,"Blank Rome Gov't Relations, LLC"
0010052629,2009,F,History,,,New York,NY,10010,,Junior Associate,Public Relations,Public Relations,APCO Worldwide
0010015396,1992,M,History,,,New York,NY,10005,,Attorney,Attorney,Law/Legal Service/Courts,Law Office of Brendan P. Kearse
0006865442,1968,M,History,,,New York,NY,10017-2047,,Private Investor,,Banking/Financial Service,"Monness, Crespi"
0008392886,1983,M,History,,,New York,NY,10001,,"EVP, Chief Financial Officer",Finance,Advertising,Draftfcb North America
0010041269,2004,M,History,Economics,,New York,NY,10018-1618,,Associate,Attorney,Law/Legal Service/Courts,Goodwin Procter LLP
0010048756,2009,M,History,Political Science,,New York,NY,90746,,Client Services Associate,Consulting,,Performance Logic
0007694315,1976,M,History,,,New York,NY,10019-6908,,Advisor,Finance,,Livingstone Partners LLC
0010008542,1987,M,History,,,New York,NY,10271,,Assistant Deputy Attorney General,Attorney,Government,Office of the NY State Attorney General
0006880600,1968,M,History,,,New York,NY,10003,,Cartoonist/Writer,Artist/Painter/Sculptor,,Self-employed
0010031794,1998,M,History,,,New York,NY,10158-0180,,Managing Director,Investments,Banking/Financial Service,FDG Associates LP
0006955536,1969,M,History,,,New York,NY,10158-0180,,Partner,Attorney,Law/Legal Service/Courts,Katsky Korins LP
0010008167,1987,F,History,Art,,New York,NY,10028-0113,,Curator,Art History,Arts Organization,The Metropolitan Museum of Art
0010021787,1995,M,History,Political Economy,,New York,NY,10111,,Partner,Venture Capital,Banking/Financial Service,Lindsay Goldberg LLC
0010023822,1996,M,History,,,New York,NY,10011,,,,"Environmental Service, Forestry",Eco Supply Center
0010025796,1997,F,History,Psychology,,New York,NY,10016,,Program Manager,Management,Health Care/Hospital/Medical Serv.,NYU Hospital
0010008848,1987,M,History,,,New York,NY,10019,,Partner & COO,Finance,Banking/Financial Service,ADAR Investment Management LLC
0010008888,1990,M,History,Economics,,New York,NY,10158-3698,,COO,,,Neuberger Berman LLC
0010047071,2006,M,History,,,New York,NY,10036-8200,,Associate,Finance,Banking/Financial Service,Morgan Stanley
0010041283,2004,F,History,,,New York,NY,10019,,Associate Account Executive,Advertising/Marketing,Media/Communications,"Turner Broadcasting Systems, Inc."
0010037479,2002,M,History,,,New York,NY,10003,,Co-Founder/Sr. Partner,,Government,Flashpoint Global Partners
0010025713,1997,F,History,Political Economy,,New York,NY,10011,,,Attorney,,WebMD
0010012648,1991,M,History,,,New York,NY,10177,,Counsel,Attorney,Law/Legal Service/Courts,"Smith, Gambrell & Russell LLP"
0010032704,2000,F,History,Asian Studies,,New York,NY,10036,,Partner,Attorney,Law/Legal Service/Courts,Patterson Belknap Webb & Tyler LLP
0010041693,2004,F,History,,,New York,NY,10022,,,Attorney,Law/Legal Service/Courts,Kirkland & Ellis
0010052965,2009,M,History,,,New York,NY,10158,,Analyst,Finance,Banking/Financial Service,Neuberger Berman
0010009277,1988,M,History,,,New York,NY,10019,,Managing Director,Attorney,Banking/Financial Service,BNP Paribas
0010044036,2005,M,History,,,New York,NY,10005-1702,,Associate,Attorney,Law/Legal Service/Courts,Cahill Gordon & Reindel
0010047026,2006,F,History,Psychology,,New York,NY,10153,,Associate,Attorney,Law/Legal Service/Courts,"Weil, Gotshal & Manges"
0010035233,2001,M,History,,,New York,NY,10170,,Vice President,Banking,Accounting/Auditing/Bookeeping,"WR Hambrecht & Co., LLC"
0010008782,1986,F,History,English,,New York,NY,10016,,Vice President of Author Relations,,,"Vantage Press, Inc."
0010009080,1986,M,History of Ideas,,,New York,NY,10153,,President,Investments,Banking/Financial Service,York Capital Management
0008500346,1985,M,History of Ideas,,,New York,NY,10020,,Executive Editor,Editing/Writing,,Fortune Magazine
0008500422,1985,M,History of Ideas,,,New York,NY,10022,,"Principal, Cheif Investment Officer",Investments,Banking/Financial Service,"MIO Partners, Inc."
0010009459,1986,F,History of Ideas,,,New York,NY,10018,,Associate General Counsel,Law/Legal Services (non-attorney),Banking/Financial Service,HSBC Securities USA Inc.
0010039622,2003,M,International Relations,,,New York,NY,10019,,Associate,Attorney,Law/Legal Service/Courts,Sidley Austin LLP
0010037278,2002,M,Japanese,English,,New York,NY,10282-2198,,"Vice President, Employee Relations",Human Resources/Personnel,Banking/Financial Service,"Goldman, Sachs & Company"
0010017956,1993,M,Literary Studies,,,New York,NY,10012,,Staff Writer,Journalist/Reporter,Media/Communications,The Industry Standard
0010026059,1997,F,Literary Studies,,,New York,NY,10036,,Director of Operations,Business Administration,Banking/Financial Service,"Brightline Capital Management, LLC"
0010012899,1991,F,Literary Studies,,,New York,NY,10022,,"Director, Mktg & Communications",Advertising/Marketing,Retail/Wholesale Trade,Vacheron Constantin
0010035918,2001,F,Literary Studies,,,New York,NY,10017-2014,,Vice Presidetn,Financial/Estate/Retirement Planner,Banking/Financial Service,J.P. Morgan Chase
0010012691,1991,F,Literary Studies,,,New York,NY,10018,,Managing Director,Investments,Charitable Foundation,The Rockefeller Foundation
0006176077,1961,M,Mathematic Sciences,,,New York,NY,10021-4873,,Professor,Physician/Surgeon,Education - College/University,Cornell University Medical College
0006726655,1967,M,Mathematic Sciences,,,New York,NY,10001,,Partner,Architecture,Engineering/Architectural,Cornerstone Architects
0007128736,1971,M,Mathematic Sciences,,,New York,NY,10165,,Managing Principal,Consulting,Consulting,"Finnerty Economic Consulting, LLC"
0008233499,1982,M,Mathematic Sciences,,,New York,NY,10012-1110,,"Assoc. Professor, Computer Science",Educator,Education - College/University,New York University
0010008451,1987,M,Mathematic Sciences,,,New York,NY,10023,,Co-President,Consulting,Consulting,"Syntaxis, Inc."
0008472914,1984,M,Mathematic Sciences,,,New York,NY,10036,,CEO,Management,Computers/Information Service,"Tamale Software, Inc."
0006453381,1964,M,Mathematic Sciences,,,New York,NY,10004-2709,,,Financial/Estate/Retirement Planner,Insurance,"National Financial Network, LLC"
0007479224,1974,M,Mathematic Sciences,,,New York,NY,10022,,Math Professor,Educator,Education - College/University,Laboratory Institute of Merchandising
0007032563,1970,M,Mathematic Sciences,,,New York,NY,10022-5909,,Owner,Attorney,Law/Legal Service/Courts,Self-employed
0007752043,1977,M,Mathematic Sciences,,,New York,NY,10549,,Chairman,Economist,Consulting,Jerome Levy Forecasting Center LLC
0007535109,1975,M,Mathematic Sciences,,,New York,NY,10022,,Client Executive,Sales,Computers/Information Service,IBM Corporation
0010008867,1986,M,Mathematic Sciences,,,New York,NY,10107,,Attorney,Attorney,Law/Legal Service/Courts,Self-employed
0005033686,1950,M,Mathematics,,,New York,NY,10111-0100,,President Emeritus,,Charitable Foundation,Alfred P. Sloan Foundation
0010021729,1995,M,Mathematics,,,New York,NY,10011,,Co-Founder & CEO,,,Taurion.com
0010042553,2004,F,Mathematics,Art,,New York,NY,10032,,Bilingual/Special Education Teacher,Educator,Education - Pre-school-12,The Audubon School PS 128
0010042178,2004,F,Mathematics,Economics,,New York,NY,10010,,Actuary Analyst,Actuary,Insurance,Guy Carpenter
0004551522,1945,M,Mathematics,Fine Arts,,New York,NY,10010-7216,,Dir. of Technical Services,,,"The Hall Partnership, LLP"
0010041751,2004,M,Mathematics,Philosophy,Religion,New York,NY,10010,,Fdn. & Government Grants Mngr.,Fundraising,,City Year New York
0010032278,2000,M,Mathematics,Economics,,New York,NY,10022,,Analyst,Investments,,East Rock Capital
0010039265,2003,M,Mathematics,,,New York,NY,10019,,,,,Barclays Capital
0010037433,2002,M,Mathematics,Music,,New York,NY,10036,,Quantitative Research Associate,Finance,,Morgan Stanley
0010032508,2000,F,Mathematics,,,New York,NY,10282,,Vice President,Finance,Banking/Financial Service,"Goldman, Sachs & Company"
0010040359,2003,M,Mathematics,Computer Science,Economics,New York,NY,10019-2701,,Portfolio Manager,Investments,Banking/Financial Service,Och Ziff Capital Management
0010037743,2002,M,Mathematics,,,New York,NY,10005-2858,,Associate,Banking,Banking/Financial Service,Deutsche Bank Securities Inc.
0010023956,1996,F,Mathematics,History,,New York,NY,10010,,Director,,,Credit Suisse
0010015370,1992,F,Mathematics,,,New York,NY,10022,,Special Counsel,Attorney,Law/Legal Service/Courts,WilmerHale
0010044022,2005,M,Mathematics,English,,New York,NY,10004-1405,,Consultant,Consulting,Computers/Information Service,International Biometric Group
0010008884,1990,F,Mathematics,,,New York,NY,10036-6797,,"CFO, Retirement Products",,,Metropolitan Life Insurance Co.
0010012782,1991,F,Mathematics,,,New York,NY,10011-4203,,Account Director,Advertising/Marketing,,Epsilon
0010019870,1994,M,Mathematics,Economics,,New York,NY,10017-1216,,Risk Management,Finance,Banking/Financial Service,The Blackstone Group
