major1,major2,Industry,gradyear
ECON,,Graduate Studies,2011
ECON,,Unlisted,2011
ECON,,Unlisted,2011
ECON,,Other,2011
ECON,,Education (Secondary),2011
ECON,,Medicine,2011
ECON,,Military,2011
ECON,,Law,2011
ECON,,Energy Industries,2011
ECON,,Psychology/Counseling/Therapy,2011
ECON,,Computer,2011
ECON,,Law,2011
ECON,,Unlisted,2011
ECON,,Computer,2011
ECON,,Graduate Studies,2011
ECON,,Unlisted,2011
ECON,,Unlisted,2011
ECON,,Graduate Studies,2011
ECON,,Business,2011
ECON,,Unlisted,2011
ECON,,Marketing/Market Research,2011
ECON,,Unlisted,2011
ECON,,Transportation,2011
ECON,,Unlisted,2011
ECON,,Marketing/Market Research,2011
ECON,,Other,2011
ECON,,Unlisted,2011
ECON,,"Research, Other",2012
ECON,,International,2012
ECON,,Consulting,2012
ECON,,Unlisted,2012
ECON,,Unlisted,2012
ECON,,Entertainment,2012
ECON,,Unlisted,2012
ECON,,Graduate Studies,2012
ECON,,Unlisted,2012
ECON,,Other,2012
ECON,,Other,2012
ECON,,Education (Higher Education),2012
ECON,,"Research,Scientific",2012
ECON,,Unlisted,2012
ECON,,Law,2012
ECON,,Education (Secondary),2012
ECON,,Graduate Studies,2012
ECON,,Other,2012
ENGL,,Library Science,2001
ENGL,,Graduate Studies,2001
ENGL,,Education (Secondary),2001
ENGL,,Other,2001
ENGL,,Unlisted,2001
ENGL,,Education (Higher Education),2002
ENGL,,Unlisted,2002
ENGL,,Library Science,2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Psychology/Counseling/Therapy,2002
ENGL,,Unlisted,2002
ENGL,,Education (Higher Education),2002
ENGL,,Education (Higher Education),2002
ENGL,,Unlisted,2002
ENGL,,Sales,2002
ENGL,,Graduate Studies,2002
ENGL,,Education (Secondary),2002
ENGL,,Environment/Ecology,2002
ENGL,,Unlisted,2002
ENGL,,Other,2002
ENGL,,Unlisted,2002
ENGL,,Music,2002
ENGL,,Unlisted,2002
ENGL,,Finance,2002
ENGL,,Unlisted,2002
ENGL,,Music,2002
ENGL,,Engineering,2002
ENGL,,Unlisted,2002
ENGL,,Library Science,2002
ENGL,,"Research,Scientific",2002
ENGL,,Consulting,2002
ENGL,,Medicine,2002
ENGL,,Unlisted,2002
ENGL,,Other,2002
ENGL,,Education (Elementary),2002
ENGL,,Other,2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Education (Secondary),2002
ENGL,,Other,2002
ENGL,,Library Science,2002
ENGL,,Education (Higher Education),2002
ENGL,,Graduate Studies,2002
ENGL,,Education (Secondary),2002
ENGL,,Graduate Studies,2002
ENGL,,ECommerce/Web,2002
ENGL,,Unlisted,2002
ENGL,,Health Care,2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Library Science,2002
ENGL,,Other,2002
ENGL,,Government,2002
ENGL,,Education (Higher Education),2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Nursing,2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Writing,2002
ENGL,,Unlisted,2002
ENGL,,Medicine,2002
ENGL,,Unlisted,2002
ENGL,,Unlisted,2002
ENGL,,Law,2003
ENGL,,Performing Arts,2003
ENGL,,Unlisted,2003
ENGL,,Graduate Studies,2003
ENGL,,Graduate Studies,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Museum Work,2003
ENGL,,Unlisted,2003
ENGL,,Education (Elementary),2003
ENGL,,Graduate Studies,2003
ENGL,,Unlisted,2003
ENGL,,Journalism,2003
ENGL,,"Research,Scientific",2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Law,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Insurance,2003
ENGL,,Public Relations,2003
ENGL,,Unlisted,2003
ENGL,,Graduate Studies,2003
ENGL,,Unlisted,2003
ENGL,,Graduate Studies,2003
ENGL,,Sales,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Education (Higher Education),2003
ENGL,,Human Resources,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,"Research,Scientific",2003
ENGL,,Graduate Studies,2003
ENGL,,Graduate Studies,2003
ENGL,,Insurance,2003
ENGL,,Education (Secondary),2003
ENGL,,Unlisted,2003
ENGL,,Medicine,2003
ENGL,,"Research, Other",2003
ENGL,,Graduate Studies,2003
ENGL,,Graduate Studies,2003
ENGL,,Medicine,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Law,2003
ENGL,,Banking,2003
ENGL,,Non-Profit Adminstration,2003
ENGL,,Unlisted,2003
ENGL,,"Research,Scientific",2003
ENGL,,Unlisted,2003
ENGL,,Graduate Studies,2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2003
ENGL,,Other,2003
ENGL,,Education (Elementary),2003
ENGL,,Unlisted,2003
ENGL,,Unlisted,2004
ENGL,,Engineering,2004
ENGL,,Sports,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Education (Elementary),2004
ENGL,,Unlisted,2004
ENGL,,Graduate Studies,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Law,2004
ENGL,,Entertainment,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Merchandising/Retail,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Graduate Studies,2004
ENGL,,Medicine,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Finance,2004
ENGL,,Consulting,2004
ENGL,,Unlisted,2004
ENGL,,Graduate Studies,2004
ENGL,,Education (Secondary),2004
ENGL,,Other,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Graduate Studies,2004
ENGL,,Business,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Publishing,2004
ENGL,,Agriculture,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Other,2004
ENGL,,Medicine,2004
ENGL,,Graduate Studies,2004
ENGL,,Education (Secondary),2004
ENGL,,Unlisted,2004
ENGL,,Graduate Studies,2004
ENGL,,Performing Arts,2004
ENGL,,Real Estate,2004
ENGL,,Non-Profit Adminstration,2004
ENGL,,Advertising,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Education (Secondary),2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Unlisted,2004
ENGL,,Finance,2004
ENGL,,Unlisted,2005
ENGL,,Other,2005
ENGL,,Unlisted,2005
ENGL,,Business,2005
ENGL,,Unlisted,2005
ENGL,,Law,2005
ENGL,,Unlisted,2005
ENGL,,Psychology/Counseling/Therapy,2005
ENGL,,Medicine,2005
ENGL,,Graduate Studies,2005
ENGL,,Law,2005
ENGL,,Sports,2005
ENGL,,Graduate Studies,2005
ENGL,,Other,2005
ENGL,,Graduate Studies,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Nursing,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Other,2005
ENGL,,Graduate Studies,2005
ENGL,,Unlisted,2005
ENGL,,Education (Secondary),2005
ENGL,,Consulting,2005
ENGL,,Unlisted,2005
ENGL,,Journalism,2005
ENGL,,Sales,2005
ENGL,,Unlisted,2005
ENGL,,Medicine,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Graduate Studies,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Advertising,2005
ENGL,,Other,2005
ENGL,,Other,2005
ENGL,,Unlisted,2005
ENGL,,Health Care,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Medicine,2005
ENGL,,Unlisted,2005
ENGL,,Graduate Studies,2005
ENGL,,Graduate Studies,2005
ENGL,,"Research,Scientific",2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Graduate Studies,2005
ENGL,,Other,2005
ENGL,,Sales,2005
ENGL,,Unlisted,2005
ENGL,,Computer,2005
ENGL,,Unlisted,2005
ENGL,,Graduate Studies,2005
ENGL,,Graduate Studies,2005
ENGL,,Communications,2005
ENGL,,Photography,2005
ENGL,,Other,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Graduate Studies,2005
ENGL,,Nursing,2005
ENGL,,Unlisted,2005
ENGL,,Unlisted,2005
ENGL,,Graduate Studies,2005
ENGL,,Graduate Studies,2006
ENGL,,Law,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Non-Profit Adminstration,2006
ENGL,,Communications,2006
ENGL,,Unlisted,2006
ENGL,,Health Care,2006
ENGL,,Unlisted,2006
ENGL,,Finance,2006
ENGL,,Law,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Law,2006
ENGL,,Health Care,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Graduate Studies,2006
ENGL,,Music,2006
ENGL,,Other,2006
ENGL,,Social Work/Human Services,2006
ENGL,,Graduate Studies,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Public Relations,2006
ENGL,,Finance,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Nursing,2006
ENGL,,Banking,2006
ENGL,,Nursing,2006
ENGL,,Law,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Entertainment,2006
ENGL,,Graduate Studies,2006
ENGL,,Computer,2006
ENGL,,Unlisted,2006
ENGL,,Graduate Studies,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Business,2006
ENGL,,Graduate Studies,2006
ENGL,,Consulting,2006
ENGL,,Graduate Studies,2006
ENGL,,Unlisted,2006
ENGL,,Graduate Studies,2006
ENGL,,Investment/Securities,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Graduate Studies,2006
ENGL,,Unlisted,2006
ENGL,,Finance,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Unlisted,2006
ENGL,,Law,2006
ENGL,,Writing,2006
ENGL,,Graduate Studies,2007
ENGL,,Graduate Studies,2007
ENGL,,Law,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Other,2007
ENGL,,Law,2007
ENGL,,Unlisted,2007
ENGL,,Graduate Studies,2007
ENGL,,Computer,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Graduate Studies,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Graduate Studies,2007
ENGL,,Environment/Ecology,2007
ENGL,,Unlisted,2007
ENGL,,Education (Secondary),2007
ENGL,,Education (Higher Education),2007
ENGL,,Education (Secondary),2007
ENGL,,Unlisted,2007
ENGL,,Publishing,2007
ENGL,,"Research,Scientific",2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Publishing,2007
ENGL,,"Research, Other",2007
ENGL,,Education (Secondary),2007
ENGL,,Unlisted,2007
ENGL,,Human Resources,2007
ENGL,,Museum Work,2007
ENGL,,Real Estate,2007
ENGL,,Education (Higher Education),2007
ENGL,,Unlisted,2007
ENGL,,Psychology/Counseling/Therapy,2007
ENGL,,Unlisted,2007
ENGL,,Non-Profit Adminstration,2007
ENGL,,Sports,2007
ENGL,,Law,2007
ENGL,,"Research,Scientific",2007
ENGL,,Consulting,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Other,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Unlisted,2007
ENGL,,Non-Profit Adminstration,2007
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,Graduate Studies,2008
ENGL,,Social Work/Human Services,2008
ENGL,,Other,2008
ENGL,,Unlisted,2008
ENGL,,Law,2008
ENGL,,Graduate Studies,2008
ENGL,,"Research,Scientific",2008
ENGL,,Government,2008
ENGL,,Unlisted,2008
ENGL,,Graduate Studies,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,Graduate Studies,2008
ENGL,,Graduate Studies,2008
ENGL,,Unlisted,2008
ENGL,,Graduate Studies,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,Engineering,2008
ENGL,,Other,2008
ENGL,,Veterinary/Animal Care,2008
ENGL,,Writing,2008
ENGL,,Health Care,2008
ENGL,,Education (Secondary),2008
ENGL,,Museum Work,2008
ENGL,,Broadcast-Radio/Television,2008
ENGL,,Consulting,2008
ENGL,,Unlisted,2008
ENGL,,Library Science,2008
ENGL,,Unlisted,2008
ENGL,,Public Relations,2008
ENGL,,Health Care,2008
ENGL,,Law,2008
ENGL,,Nursing,2008
ENGL,,Consulting,2008
ENGL,,Unlisted,2008
ENGL,,Communications,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,"Research,Scientific",2008
ENGL,,Graduate Studies,2008
ENGL,,Non-Profit Adminstration,2008
ENGL,,Publishing,2008
ENGL,,Unlisted,2008
ENGL,,Social Work/Human Services,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,Other,2008
ENGL,,Agriculture,2008
ENGL,,Law,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2008
ENGL,,Unlisted,2009
ENGL,,Business,2009
ENGL,,Unlisted,2009
ENGL,,Unlisted,2009
ENGL,,Unlisted,2009
ENGL,,Graduate Studies,2009
ENGL,,Computer,2009
ENGL,,Unlisted,2009
ENGL,,Education (Higher Education),2009
ENGL,,Unlisted,2009
ENGL,,Unlisted,2009
ENGL,,Health Care,2009
ENGL,,Unlisted,2009
ENGL,,Non-Profit Adminstration,2009
ENGL,,Banking,2009
ENGL,,Education (Higher Education),2009
ENGL,,Unlisted,2009
ENGL,,Unlisted,2009
ENGL,,Unlisted,2009
ENGL,,Unlisted,2009
ENGL,,Unlisted,2009
ENGL,,Education (Elementary),2009
ENGL,,Graduate Studies,2009
ENGL,,Other,2009
ENGL,,"Research,Scientific",2009
ENGL,,Education (Secondary),2009
ENGL,,Government,2009
ENGL,,Unlisted,2009
ENGL,,Graduate Studies,2009
ENGL,,Arts,2009
ENGL,,Performing Arts,2009
ENGL,,Sales,2009
ENGL,,Unlisted,2009
ENGL,,Graduate Studies,2009
ENGL,,Journalism,2009
ENGL,,Medicine,2009
ENGL,,Unlisted,2009
ENGL,,Music,2009
ENGL,,Graduate Studies,2009
ENGL,,Accounting,2009
ENGL,,Other,2009
ENGL,,Education (Higher Education),2009
ENGL,,Other,2009
ENGL,,Unlisted,2009
ENGL,,Unlisted,2009
ENGL,,Graduate Studies,2009
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Graduate Studies,2010
ENGL,,Government,2010
ENGL,,Unlisted,2010
ENGL,,Non-Profit Adminstration,2010
ENGL,,Unlisted,2010
ENGL,,Graduate Studies,2010
ENGL,,Graduate Studies,2010
ENGL,,Law,2010
ENGL,,Unlisted,2010
ENGL,,Education (Secondary),2010
ENGL,,Education (Higher Education),2010
ENGL,,Unlisted,2010
ENGL,,International,2010
ENGL,,Performing Arts,2010
ENGL,,Health Care,2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Other,2010
ENGL,,Unlisted,2010
ENGL,,Graduate Studies,2010
ENGL,,Unlisted,2010
ENGL,,Other,2010
ENGL,,Publishing,2010
ENGL,,Unlisted,2010
ENGL,,Education (Secondary),2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Graduate Studies,2010
ENGL,,Graduate Studies,2010
ENGL,,Self Employed,2010
ENGL,,Unlisted,2010
ENGL,,Other,2010
ENGL,,Education (Secondary),2010
ENGL,,Writing,2010
ENGL,,Graduate Studies,2010
ENGL,,Graduate Studies,2010
ENGL,,Education (Secondary),2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Unlisted,2010
ENGL,,Graduate Studies,2011
ENGL,,Unlisted,2011
ENGL,,Volunteer,2011
ENGL,,Education (Secondary),2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Education (Elementary),2011
ENGL,,Unlisted,2011
ENGL,,Law,2011
ENGL,,Unlisted,2011
ENGL,,Graduate Studies,2011
ENGL,,Volunteer,2011
ENGL,,Graduate Studies,2011
ENGL,,Other,2011
ENGL,,Medicine,2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Other,2011
ENGL,,Unlisted,2011
ENGL,,Arts,2011
ENGL,,Unlisted,2011
ENGL,,Graduate Studies,2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Education (Secondary),2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,"Research,Scientific",2011
ENGL,,Other,2011
ENGL,,Unlisted,2011
ENGL,,Other,2011
ENGL,,Unlisted,2011
ENGL,,Library Science,2011
ENGL,,Medicine,2011
ENGL,,Unlisted,2011
ENGL,,"Research, Other",2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Marketing/Market Research,2011
ENGL,,Other,2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Graduate Studies,2011
ENGL,,Graduate Studies,2011
ENGL,,Education (Elementary),2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Unlisted,2011
ENGL,,Education (Higher Education),2011
ENGL,,Unlisted,2011
ENGL,,Other,2011
ENGL,,Finance,2011
ENGL,,Sports,2011
ENGL,,Unlisted,2011
ENGL,,Graduate Studies,2011
ENGL,,Architecture,2011
ENGL,,ECommerce/Web,2011
ENGL,,Graduate Studies,2011
ENGL,,Engineering,2011
ENGL,,Other,2012
ENGL,,Other,2012
ENGL,,Graduate Studies,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Graduate Studies,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Communications,2012
ENGL,,Unlisted,2012
ENGL,,Publishing,2012
ENGL,,Other,2012
ENGL,,Graduate Studies,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Law,2012
ENGL,,Education (Secondary),2012
ENGL,,Graduate Studies,2012
ENGL,,Law,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Graduate Studies,2012
ENGL,,Education (Secondary),2012
ENGL,,Unlisted,2012
ENGL,,Graduate Studies,2012
ENGL,,Library Science,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Graduate Studies,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Graduate Studies,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Graduate Studies,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Other,2012
ENGL,,Graduate Studies,2012
ENGL,,Unlisted,2012
ENGL,,Unlisted,2012
ENGL,,Other,2012
ENGL,,Unlisted,2012
ENGL,,Other,2012
FILM,,Graduate Studies,2012
FILM,,Unlisted,2012
FILM,,Other,2012
FILM,,Other,2012
FILM,,Graduate Studies,2012
FREN,,Graduate Studies,1999
FREN,,Education (Secondary),1999
FREN,,Non-Profit Adminstration,2000
FREN,,Unlisted,2002
FREN,,Social Work/Human Services,2004
FREN,,Unlisted,2004
FREN,,Graduate Studies,2005
FREN,,Unlisted,2007
FREN,,Music,2008
FREN,,Unlisted,2009
FREN,,Graduate Studies,2011
FREN,,Unlisted,2011
FREN,,Graduate Studies,2011
GERM,,Law,1999
GERM,,Education (Secondary),2000
GERM,,Public Relations,2001
HIST,,Education (Higher Education),2001
HIST,,Law,2001
HIST,,Graduate Studies,2001
HIST,,Unlisted,2001
HIST,,Graduate Studies,2002
HIST,,Music,2002
HIST,,Unlisted,2002
HIST,,Graduate Studies,2002
HIST,,Unlisted,2002
HIST,,"Research, Other",2002
HIST,,Unlisted,2002
HIST,,Unlisted,2002
HIST,,Education (Secondary),2002
HIST,,Graduate Studies,2002
HIST,,Law,2002
HIST,,Social Work/Human Services,2002
HIST,,Fundraising/Development,2002
HIST,,Unlisted,2002
HIST,,Unlisted,2002
HIST,,Education (Secondary),2002
HIST,,Graduate Studies,2002
HIST,,Library Science,2002
HIST,,Sports,2002
HIST,,Unlisted,2002
HIST,,Unlisted,2002
HIST,,Other,2002
HIST,,Unlisted,2002
HIST,,Graduate Studies,2002
HIST,,Education (Secondary),2002
HIST,,Other,2002
HIST,,Other,2002
HIST,,Entertainment,2002
HIST,,Energy Industries,2002
HIST,,Graduate Studies,2002
HIST,,Unlisted,2002
HIST,,Education (Higher Education),2002
HIST,,Unlisted,2002
HIST,,Unlisted,2002
HIST,,Graduate Studies,2002
HIST,,Unlisted,2003
HIST,,Unlisted,2003
HIST,,Other,2003
HIST,,Other,2003
HIST,,Social Work/Human Services,2003
HIST,,Psychology/Counseling/Therapy,2003
HIST,,Banking,2003
HIST,,Unlisted,2003
HIST,,Education (Secondary),2003
HIST,,Education (Higher Education),2003
HIST,,Other,2003
HIST,,Graduate Studies,2003
HIST,,Publishing,2003
HIST,,Government,2003
HIST,,Law,2003
HIST,,Education (Secondary),2003
HIST,,Computer,2003
HIST,,Other,2003
HIST,,Unlisted,2003
HIST,,Sales,2003
HIST,,Unlisted,2003
HIST,,Marketing/Market Research,2003
HIST,,Unlisted,2003
HIST,,Unlisted,2003
HIST,,Agriculture,2003
HIST,,Marketing/Market Research,2003
HIST,,Graduate Studies,2003
HIST,,Graduate Studies,2003
HIST,,Education (Elementary),2003
HIST,,Other,2003
HIST,,Unlisted,2003
HIST,,Medicine,2003
HIST,,Unlisted,2003
HIST,,Graduate Studies,2003
HIST,,Graduate Studies,2004
HIST,,Performing Arts,2004
HIST,,Unlisted,2004
HIST,,Unlisted,2004
HIST,,Graduate Studies,2004
HIST,,Ministry,2004
HIST,,Unlisted,2004
HIST,,Unlisted,2004
HIST,,Sales,2004
HIST,,Unlisted,2004
HIST,,Unlisted,2004
HIST,,Other,2004
HIST,,Education (Secondary),2004
HIST,,Unlisted,2004
HIST,,Unlisted,2004
HIST,,Computer,2004
HIST,,Sports,2004
HIST,,Marketing/Market Research,2004
HIST,,Library Science,2004
HIST,,Other,2004
HIST,,Education (Elementary),2004
HIST,,Unlisted,2004
HIST,,Graduate Studies,2004
HIST,,Unlisted,2004
HIST,,Unlisted,2004
HIST,,Psychology/Counseling/Therapy,2004
HIST,,Entertainment,2004
HIST,,Unlisted,2004
HIST,,Unlisted,2004
HIST,,Graduate Studies,2004
HIST,,Unlisted,2004
HIST,,Unlisted,2004
HIST,,Graduate Studies,2004
HIST,,Other,2004
HIST,,Unlisted,2005
HIST,,Non-Profit Adminstration,2005
HIST,,Graduate Studies,2005
HIST,,Unlisted,2005
HIST,,Non-Profit Adminstration,2005
HIST,,Unlisted,2005
HIST,,Other,2005
HIST,,Social Work/Human Services,2005
HIST,,Sales,2005
HIST,,Entertainment,2005
HIST,,Unlisted,2005
HIST,,Publishing,2005
HIST,,Finance,2005
HIST,,Unlisted,2005
HIST,,Graduate Studies,2005
HIST,,Unlisted,2005
HIST,,Unlisted,2005
HIST,,Unlisted,2005
HIST,,Unlisted,2005
HIST,,Health Care,2005
HIST,,Other,2005
HIST,,International,2005
HIST,,Graduate Studies,2005
HIST,,Unlisted,2005
HIST,,Other,2005
HIST,,Unlisted,2005
HIST,,Other,2005
HIST,,Graduate Studies,2005
HIST,,Other,2005
HIST,,Unlisted,2006
HIST,,Graduate Studies,2006
HIST,,Unlisted,2006
HIST,,Unlisted,2006
HIST,,Unlisted,2006
HIST,,Graduate Studies,2006
HIST,,Social Work/Human Services,2006
HIST,,Education (Secondary),2006
HIST,,Graduate Studies,2006
HIST,,Education (Secondary),2006
HIST,,Graduate Studies,2006
HIST,,Unlisted,2006
HIST,,Unlisted,2006
HIST,,Business,2006
HIST,,Unlisted,2006
HIST,,Unlisted,2006
HIST,,Graduate Studies,2006
HIST,,Publishing,2006
HIST,,Other,2006
HIST,,Engineering,2006
HIST,,Unlisted,2006
HIST,,Law,2006
HIST,,Computer,2006
HIST,,Broadcast-Radio/Television,2007
HIST,,Other,2007
HIST,,Unlisted,2007
HIST,,Unlisted,2007
HIST,,Education (Secondary),2007
HIST,,Finance,2007
HIST,,Unlisted,2007
HIST,,Unlisted,2007
HIST,,Graduate Studies,2007
HIST,,Graduate Studies,2007
HIST,,Publishing,2007
HIST,,Unlisted,2007
HIST,,Military,2007
HIST,,Investment/Securities,2007
HIST,,Unlisted,2007
HIST,,Sports,2007
HIST,,Unlisted,2007
HIST,,Education (Secondary),2007
HIST,,Education (Secondary),2007
HIST,,Writing,2007
HIST,,Finance,2007
HIST,,Unlisted,2007
HIST,,Unlisted,2007
HIST,,Unlisted,2007
HIST,,Graduate Studies,2007
HIST,,Graduate Studies,2008
HIST,,Graduate Studies,2008
HIST,,Self Employed,2008
HIST,,Communications,2008
HIST,,Sports,2008
HIST,,Insurance,2008
HIST,,Unlisted,2008
HIST,,Unlisted,2008
HIST,,Graduate Studies,2008
HIST,,Unlisted,2008
HIST,,Graduate Studies,2008
HIST,,Graduate Studies,2008
HIST,,Unlisted,2008
HIST,,Advertising,2008
HIST,,Other,2008
HIST,,Unlisted,2008
HIST,,Fundraising/Development,2008
HIST,,Unlisted,2008
HIST,,Unlisted,2008
HIST,,Unlisted,2008
HIST,,Unlisted,2008
HIST,,Education (Secondary),2008
HIST,,Unlisted,2008
HIST,,Unlisted,2008
HIST,,Insurance,2008
HIST,,Other,2008
HIST,,Education (Secondary),2008
HIST,,Education (Secondary),2008
HIST,,Entertainment,2008
HIST,,Unlisted,2008
HIST,,Unlisted,2008
HIST,,Other,2009
HIST,,Graduate Studies,2009
HIST,,Unlisted,2009
HIST,,Graduate Studies,2009
HIST,,Nursing,2009
HIST,,Unlisted,2009
HIST,,Graduate Studies,2009
HIST,,Unlisted,2009
HIST,,Government,2009
HIST,,Non-Profit Adminstration,2009
HIST,,Unlisted,2009
HIST,,Unlisted,2009
HIST,,Unlisted,2009
HIST,,Graduate Studies,2009
HIST,,Sports,2009
HIST,,Graduate Studies,2009
