major1,major2,Industry,gradyear,Salary
ENGL,MLL,Communications,2010,296000
ENGL,MLL,Veterinary/Animal Care,2012,296200
ENGL,MLL,Unlisted,2012,296400
ENGL,MLL,Nursing,2012,296600
ENGL,MUSC,Library Science,2002,296800
ENGL,MUSC,Law,2003,297000
ENGL,MUSC,Unlisted,2006,297200
ENGL,MUSC,Photography,2008,297400
ENGL,MUSC,Unlisted,2011,297600
ENGL,NEUR,Law,2006,297800
ENGL,PHIL,Sales,2004,298000
ENGL,PHIL,Unlisted,2004,298200
ENGL,PHIL,Graduate Studies,2005,298400
ENGL,PHIL,Unlisted,2006,298600
ENGL,PHIL,Education (Higher Education),2006,298800
ENGL,PHIL,Unlisted,2007,299000
ENGL,PHIL,Graduate Studies,2008,299200
ENGL,PHIL,Unlisted,2010,299400
ENGL,PSCI,Unlisted,2002,299600
ENGL,PSCI,Unlisted,2002,299800
ENGL,PSCI,Unlisted,2003,300000
ENGL,PSCI,"Research, Other",2003,300200
ENGL,PSCI,Education (Secondary),2004,300400
ENGL,PSCI,Unlisted,2004,300600
ENGL,PSCI,Graduate Studies,2005,300800
ENGL,PSCI,Unlisted,2007,301000
ENGL,PSCI,Law,2009,301200
ENGL,PSCI,Unlisted,2011,301400
ENGL,PSCI,Unlisted,2012,301600
ENGL,PSYC,Military,2002,301800
ENGL,PSYC,"Research,Scientific",2003,302000
ENGL,PSYC,Unlisted,2003,302200
ENGL,PSYC,Unlisted,2004,302400
ENGL,PSYC,Health Care,2004,302600
ENGL,PSYC,Unlisted,2004,302800
ENGL,PSYC,Music,2005,303000
ENGL,PSYC,Sales,2006,303200
ENGL,PSYC,Education (Higher Education),2006,303400
ENGL,PSYC,Education (Secondary),2008,303600
ENGL,PSYC,Unlisted,2010,303800
ENGL,PSYC,Government,2011,304000
ENGL,PSYC,Education (Higher Education),2012,304200
ENGL,PSYC,Consulting,2012,304400
ENGL,RELN,Unlisted,2002,304600
ENGL,RELN,Other,2002,304800
ENGL,RELN,Unlisted,2004,305000
ENGL,RLST,Consulting,2007,305200
ENGL,RLST,Unlisted,2008,305400
ENGL,SOCY,Law,2004,305600
ENGL,SOCY,Psychology/Counseling/Therapy,2006,305800
ENGL,SOCY,Unlisted,2010,306000
ENGL,SOCY,Unlisted,2010,306200
ENGL,SOCY,Unlisted,2012,306400
ENGL,SOCY,Unlisted,2012,306600
ENGL,SOCY,Unlisted,2012,306800
ENGL,SPAN,Performing Arts,2002,307000
ENGL,SPAN,Graduate Studies,2002,307200
ENGL,SPAN,Unlisted,2003,307400
ENGL,SPAN,Sales,2003,307600
ENGL,SPAN,Unlisted,2004,307800
ENGL,SPAN,Consulting,2004,308000
ENGL,SPAN,Law,2005,308200
ENGL,SPAN,Unlisted,2006,308400
ENGL,SPAN,Graduate Studies,2006,308600
ENGL,SPAN,Unlisted,2006,308800
ENGL,SPAN,Government,2007,309000
ENGL,SPAN,Law,2008,309200
ENGL,SPAN,Graduate Studies,2009,309400
ENGL,SPAN,Graduate Studies,2009,309600
ENGL,SPAN,Graduate Studies,2010,309800
ENGL,SPAN,Unlisted,2011,310000
ENGL,SPAN,ECommerce/Web,2011,310200
ENGL,SPAN,Graduate Studies,2012,310400
ENGL,SPAN,Law,2012,310600
ENGL,WMNS,Accounting,2007,310800
ENGL,WMNS,Unlisted,2009,311000
ENGL,,Library Science,2001,311200
ENGL,,Graduate Studies,2001,311400
ENGL,,Education (Secondary),2001,311600
ENGL,,Other,2001,311800
ENGL,,Unlisted,2001,312000
ENGL,,Education (Higher Education),2002,312200
ENGL,,Unlisted,2002,312400
ENGL,,Library Science,2002,312600
ENGL,,Unlisted,2002,312800
ENGL,,Unlisted,2002,313000
ENGL,,Unlisted,2002,313200
ENGL,,Psychology/Counseling/Therapy,2002,313400
ENGL,,Unlisted,2002,313600
ENGL,,Education (Higher Education),2002,313800
ENGL,,Education (Higher Education),2002,314000
ENGL,,Unlisted,2002,314200
ENGL,,Sales,2002,314400
ENGL,,Graduate Studies,2002,314600
ENGL,,Education (Secondary),2002,314800
ENGL,,Environment/Ecology,2002,315000
ENGL,,Unlisted,2002,315200
ENGL,,Other,2002,315400
ENGL,,Unlisted,2002,315600
ENGL,,Music,2002,315800
ENGL,,Unlisted,2002,316000
ENGL,,Finance,2002,316200
ENGL,,Unlisted,2002,316400
ENGL,,Music,2002,316600
ENGL,,Engineering,2002,316800
ENGL,,Unlisted,2002,317000
ENGL,,Library Science,2002,317200
ENGL,,"Research,Scientific",2002,317400
ENGL,,Consulting,2002,317600
ENGL,,Medicine,2002,317800
ENGL,,Unlisted,2002,318000
ENGL,,Other,2002,318200
ENGL,,Education (Elementary),2002,318400
ENGL,,Other,2002,318600
ENGL,,Unlisted,2002,318800
ENGL,,Unlisted,2002,319000
ENGL,,Unlisted,2002,319200
ENGL,,Unlisted,2002,319400
ENGL,,Education (Secondary),2002,319600
ENGL,,Other,2002,319800
ENGL,,Library Science,2002,320000
ENGL,,Education (Higher Education),2002,320200
ENGL,,Graduate Studies,2002,320400
ENGL,,Education (Secondary),2002,320600
ENGL,,Graduate Studies,2002,320800
ENGL,,ECommerce/Web,2002,321000
ENGL,,Unlisted,2002,321200
ENGL,,Health Care,2002,321400
ENGL,,Unlisted,2002,321600
ENGL,,Unlisted,2002,321800
ENGL,,Library Science,2002,322000
ENGL,,Other,2002,322200
ENGL,,Government,2002,322400
ENGL,,Education (Higher Education),2002,322600
ENGL,,Unlisted,2002,322800
ENGL,,Unlisted,2002,323000
ENGL,,Unlisted,2002,323200
ENGL,,Nursing,2002,323400
ENGL,,Unlisted,2002,323600
ENGL,,Unlisted,2002,323800
ENGL,,Writing,2002,324000
ENGL,,Unlisted,2002,324200
ENGL,,Medicine,2002,324400
ENGL,,Unlisted,2002,324600
ENGL,,Unlisted,2002,324800
ENGL,,Law,2003,325000
ENGL,,Performing Arts,2003,325200
ENGL,,Unlisted,2003,325400
ENGL,,Graduate Studies,2003,325600
ENGL,,Graduate Studies,2003,325800
ENGL,,Unlisted,2003,326000
ENGL,,Unlisted,2003,326200
ENGL,,Unlisted,2003,326400
ENGL,,Museum Work,2003,326600
ENGL,,Unlisted,2003,326800
ENGL,,Education (Elementary),2003,327000
ENGL,,Graduate Studies,2003,327200
ENGL,,Unlisted,2003,327400
ENGL,,Journalism,2003,327600
ENGL,,"Research,Scientific",2003,327800
ENGL,,Unlisted,2003,328000
ENGL,,Unlisted,2003,328200
ENGL,,Unlisted,2003,328400
ENGL,,Law,2003,328600
ENGL,,Unlisted,2003,328800
ENGL,,Unlisted,2003,329000
ENGL,,Insurance,2003,329200
ENGL,,Public Relations,2003,329400
ENGL,,Unlisted,2003,329600
ENGL,,Graduate Studies,2003,329800
ENGL,,Unlisted,2003,330000
ENGL,,Graduate Studies,2003,330200
ENGL,,Sales,2003,330400
ENGL,,Unlisted,2003,330600
ENGL,,Unlisted,2003,330800
ENGL,,Education (Higher Education),2003,331000
ENGL,,Human Resources,2003,331200
ENGL,,Unlisted,2003,331400
ENGL,,Unlisted,2003,331600
ENGL,,Unlisted,2003,331800
ENGL,,Unlisted,2003,332000
ENGL,,"Research,Scientific",2003,332200
ENGL,,Graduate Studies,2003,332400
ENGL,,Graduate Studies,2003,332600
ENGL,,Insurance,2003,332800
ENGL,,Education (Secondary),2003,333000
ENGL,,Unlisted,2003,333200
ENGL,,Medicine,2003,333400
ENGL,,"Research, Other",2003,333600
ENGL,,Graduate Studies,2003,333800
ENGL,,Graduate Studies,2003,334000
ENGL,,Medicine,2003,334200
ENGL,,Unlisted,2003,334400
ENGL,,Unlisted,2003,334600
ENGL,,Unlisted,2003,334800
ENGL,,Unlisted,2003,335000
ENGL,,Law,2003,335200
ENGL,,Banking,2003,335400
ENGL,,Non-Profit Adminstration,2003,335600
ENGL,,Unlisted,2003,335800
ENGL,,"Research,Scientific",2003,336000
ENGL,,Unlisted,2003,336200
ENGL,,Graduate Studies,2003,336400
ENGL,,Unlisted,2003,336600
ENGL,,Unlisted,2003,336800
ENGL,,Other,2003,337000
ENGL,,Education (Elementary),2003,337200
ENGL,,Unlisted,2003,337400
ENGL,,Unlisted,2004,337600
ENGL,,Engineering,2004,337800
ENGL,,Sports,2004,338000
ENGL,,Unlisted,2004,338200
ENGL,,Unlisted,2004,338400
ENGL,,Unlisted,2004,338600
ENGL,,Education (Elementary),2004,338800
ENGL,,Unlisted,2004,339000
ENGL,,Graduate Studies,2004,339200
ENGL,,Unlisted,2004,339400
ENGL,,Unlisted,2004,339600
ENGL,,Law,2004,339800
ENGL,,Entertainment,2004,340000
ENGL,,Unlisted,2004,340200
ENGL,,Unlisted,2004,340400
ENGL,,Merchandising/Retail,2004,340600
ENGL,,Unlisted,2004,340800
ENGL,,Unlisted,2004,341000
ENGL,,Unlisted,2004,341200
ENGL,,Graduate Studies,2004,341400
ENGL,,Medicine,2004,341600
ENGL,,Unlisted,2004,341800
ENGL,,Unlisted,2004,342000
ENGL,,Unlisted,2004,342200
ENGL,,Finance,2004,342400
ENGL,,Consulting,2004,342600
ENGL,,Unlisted,2004,342800
ENGL,,Graduate Studies,2004,343000
ENGL,,Education (Secondary),2004,343200
ENGL,,Other,2004,343400
ENGL,,Unlisted,2004,343600
ENGL,,Unlisted,2004,343800
ENGL,,Unlisted,2004,344000
ENGL,,Graduate Studies,2004,344200
ENGL,,Business,2004,344400
ENGL,,Unlisted,2004,344600
ENGL,,Unlisted,2004,344800
ENGL,,Unlisted,2004,345000
ENGL,,Unlisted,2004,345200
ENGL,,Publishing,2004,345400
ENGL,,Agriculture,2004,345600
ENGL,,Unlisted,2004,345800
ENGL,,Unlisted,2004,346000
ENGL,,Other,2004,346200
ENGL,,Medicine,2004,346400
ENGL,,Graduate Studies,2004,346600
ENGL,,Education (Secondary),2004,346800
ENGL,,Unlisted,2004,347000
ENGL,,Graduate Studies,2004,347200
ENGL,,Performing Arts,2004,347400
ENGL,,Real Estate,2004,347600
ENGL,,Non-Profit Adminstration,2004,347800
ENGL,,Advertising,2004,348000
ENGL,,Unlisted,2004,348200
ENGL,,Unlisted,2004,348400
ENGL,,Education (Secondary),2004,348600
ENGL,,Unlisted,2004,348800
ENGL,,Unlisted,2004,349000
ENGL,,Unlisted,2004,349200
ENGL,,Finance,2004,349400
ENGL,,Unlisted,2005,349600
ENGL,,Other,2005,349800
ENGL,,Unlisted,2005,350000
ENGL,,Business,2005,350200
ENGL,,Unlisted,2005,350400
ENGL,,Law,2005,350600
ENGL,,Unlisted,2005,350800
ENGL,,Psychology/Counseling/Therapy,2005,351000
ENGL,,Medicine,2005,351200
ENGL,,Graduate Studies,2005,351400
ENGL,,Law,2005,351600
ENGL,,Sports,2005,351800
ENGL,,Graduate Studies,2005,352000
ENGL,,Other,2005,352200
ENGL,,Graduate Studies,2005,352400
ENGL,,Unlisted,2005,352600
ENGL,,Unlisted,2005,352800
ENGL,,Nursing,2005,353000
ENGL,,Unlisted,2005,353200
ENGL,,Unlisted,2005,353400
ENGL,,Unlisted,2005,353600
ENGL,,Other,2005,353800
ENGL,,Graduate Studies,2005,354000
ENGL,,Unlisted,2005,354200
ENGL,,Education (Secondary),2005,354400
ENGL,,Consulting,2005,354600
ENGL,,Unlisted,2005,354800
ENGL,,Journalism,2005,355000
ENGL,,Sales,2005,355200
ENGL,,Unlisted,2005,355400
ENGL,,Medicine,2005,355600
ENGL,,Unlisted,2005,355800
ENGL,,Unlisted,2005,356000
ENGL,,Unlisted,2005,356200
ENGL,,Unlisted,2005,356400
ENGL,,Graduate Studies,2005,356600
ENGL,,Unlisted,2005,356800
ENGL,,Unlisted,2005,357000
ENGL,,Unlisted,2005,357200
ENGL,,Advertising,2005,357400
ENGL,,Other,2005,357600
ENGL,,Other,2005,357800
ENGL,,Unlisted,2005,358000
ENGL,,Health Care,2005,358200
ENGL,,Unlisted,2005,358400
ENGL,,Unlisted,2005,358600
ENGL,,Medicine,2005,358800
ENGL,,Unlisted,2005,359000
ENGL,,Graduate Studies,2005,359200
ENGL,,Graduate Studies,2005,359400
ENGL,,"Research,Scientific",2005,359600
ENGL,,Unlisted,2005,359800
ENGL,,Unlisted,2005,360000
ENGL,,Graduate Studies,2005,360200
ENGL,,Other,2005,360400
ENGL,,Sales,2005,360600
ENGL,,Unlisted,2005,360800
ENGL,,Computer,2005,361000
ENGL,,Unlisted,2005,361200
ENGL,,Graduate Studies,2005,361400
ENGL,,Graduate Studies,2005,361600
ENGL,,Communications,2005,361800
ENGL,,Photography,2005,362000
ENGL,,Other,2005,362200
ENGL,,Unlisted,2005,362400
ENGL,,Unlisted,2005,362600
ENGL,,Graduate Studies,2005,362800
ENGL,,Nursing,2005,363000
ENGL,,Unlisted,2005,363200
ENGL,,Unlisted,2005,363400
ENGL,,Graduate Studies,2005,363600
ENGL,,Graduate Studies,2006,363800
ENGL,,Law,2006,364000
ENGL,,Unlisted,2006,364200
ENGL,,Unlisted,2006,364400
ENGL,,Non-Profit Adminstration,2006,364600
ENGL,,Communications,2006,364800
ENGL,,Unlisted,2006,365000
ENGL,,Health Care,2006,365200
ENGL,,Unlisted,2006,365400
ENGL,,Finance,2006,365600
ENGL,,Law,2006,365800
ENGL,,Unlisted,2006,366000
ENGL,,Unlisted,2006,366200
ENGL,,Law,2006,366400
ENGL,,Health Care,2006,366600
ENGL,,Unlisted,2006,366800
ENGL,,Unlisted,2006,367000
ENGL,,Graduate Studies,2006,367200
ENGL,,Music,2006,367400
ENGL,,Other,2006,367600
ENGL,,Social Work/Human Services,2006,367800
ENGL,,Graduate Studies,2006,368000
ENGL,,Unlisted,2006,368200
ENGL,,Unlisted,2006,368400
ENGL,,Unlisted,2006,368600
ENGL,,Public Relations,2006,368800
ENGL,,Finance,2006,369000
ENGL,,Unlisted,2006,369200
ENGL,,Unlisted,2006,369400
ENGL,,Unlisted,2006,369600
ENGL,,Nursing,2006,369800
ENGL,,Banking,2006,370000
ENGL,,Nursing,2006,370200
ENGL,,Law,2006,370400
ENGL,,Unlisted,2006,370600
ENGL,,Unlisted,2006,370800
ENGL,,Unlisted,2006,371000
ENGL,,Entertainment,2006,371200
ENGL,,Graduate Studies,2006,371400
ENGL,,Computer,2006,371600
ENGL,,Unlisted,2006,371800
ENGL,,Graduate Studies,2006,372000
ENGL,,Unlisted,2006,372200
ENGL,,Unlisted,2006,372400
ENGL,,Business,2006,372600
ENGL,,Graduate Studies,2006,372800
ENGL,,Consulting,2006,373000
ENGL,,Graduate Studies,2006,373200
ENGL,,Unlisted,2006,373400
ENGL,,Graduate Studies,2006,373600
ENGL,,Investment/Securities,2006,373800
ENGL,,Unlisted,2006,374000
ENGL,,Unlisted,2006,374200
ENGL,,Unlisted,2006,374400
ENGL,,Graduate Studies,2006,374600
ENGL,,Unlisted,2006,374800
ENGL,,Finance,2006,375000
ENGL,,Unlisted,2006,375200
ENGL,,Unlisted,2006,375400
ENGL,,Unlisted,2006,375600
ENGL,,Unlisted,2006,375800
ENGL,,Unlisted,2006,376000
ENGL,,Unlisted,2006,376200
ENGL,,Law,2006,376400
ENGL,,Writing,2006,376600
ENGL,,Graduate Studies,2007,376800
ENGL,,Graduate Studies,2007,377000
ENGL,,Law,2007,377200
ENGL,,Unlisted,2007,377400
ENGL,,Unlisted,2007,377600
ENGL,,Other,2007,377800
ENGL,,Law,2007,378000
ENGL,,Unlisted,2007,378200
ENGL,,Graduate Studies,2007,378400
ENGL,,Computer,2007,378600
ENGL,,Unlisted,2007,378800
ENGL,,Unlisted,2007,379000
ENGL,,Unlisted,2007,379200
ENGL,,Graduate Studies,2007,379400
ENGL,,Unlisted,2007,379600
ENGL,,Unlisted,2007,379800
ENGL,,Unlisted,2007,380000
ENGL,,Graduate Studies,2007,380200
ENGL,,Environment/Ecology,2007,380400
ENGL,,Unlisted,2007,380600
ENGL,,Education (Secondary),2007,380800
ENGL,,Education (Higher Education),2007,381000
ENGL,,Education (Secondary),2007,381200
ENGL,,Unlisted,2007,381400
ENGL,,Publishing,2007,381600
ENGL,,"Research,Scientific",2007,381800
ENGL,,Unlisted,2007,382000
ENGL,,Unlisted,2007,382200
ENGL,,Unlisted,2007,382400
ENGL,,Unlisted,2007,382600
ENGL,,Unlisted,2007,382800
ENGL,,Publishing,2007,383000
ENGL,,"Research, Other",2007,383200
ENGL,,Education (Secondary),2007,383400
ENGL,,Unlisted,2007,383600
ENGL,,Human Resources,2007,383800
ENGL,,Museum Work,2007,384000
ENGL,,Real Estate,2007,384200
ENGL,,Education (Higher Education),2007,384400
ENGL,,Unlisted,2007,384600
ENGL,,Psychology/Counseling/Therapy,2007,384800
ENGL,,Unlisted,2007,385000
ENGL,,Non-Profit Adminstration,2007,385200
ENGL,,Sports,2007,385400
ENGL,,Law,2007,385600
ENGL,,"Research,Scientific",2007,385800
ENGL,,Consulting,2007,386000
ENGL,,Unlisted,2007,386200
ENGL,,Unlisted,2007,386400
ENGL,,Unlisted,2007,386600
ENGL,,Unlisted,2007,386800
ENGL,,Other,2007,387000
ENGL,,Unlisted,2007,387200
ENGL,,Unlisted,2007,387400
ENGL,,Unlisted,2007,387600
ENGL,,Non-Profit Adminstration,2007,387800
ENGL,,Unlisted,2008,388000
ENGL,,Unlisted,2008,388200
ENGL,,Unlisted,2008,388400
ENGL,,Graduate Studies,2008,388600
ENGL,,Social Work/Human Services,2008,388800
ENGL,,Other,2008,389000
ENGL,,Unlisted,2008,389200
ENGL,,Law,2008,389400
ENGL,,Graduate Studies,2008,389600
ENGL,,"Research,Scientific",2008,389800
ENGL,,Government,2008,390000
ENGL,,Unlisted,2008,390200
ENGL,,Graduate Studies,2008,390400
ENGL,,Unlisted,2008,390600
ENGL,,Unlisted,2008,390800
ENGL,,Unlisted,2008,391000
ENGL,,Unlisted,2008,391200
ENGL,,Graduate Studies,2008,391400
ENGL,,Graduate Studies,2008,391600
ENGL,,Unlisted,2008,391800
ENGL,,Graduate Studies,2008,392000
ENGL,,Unlisted,2008,392200
ENGL,,Unlisted,2008,392400
ENGL,,Engineering,2008,392600
ENGL,,Other,2008,392800
ENGL,,Veterinary/Animal Care,2008,393000
ENGL,,Writing,2008,393200
ENGL,,Health Care,2008,393400
ENGL,,Education (Secondary),2008,393600
ENGL,,Museum Work,2008,393800
ENGL,,Broadcast-Radio/Television,2008,394000
ENGL,,Consulting,2008,394200
ENGL,,Unlisted,2008,394400
ENGL,,Library Science,2008,394600
ENGL,,Unlisted,2008,394800
ENGL,,Public Relations,2008,395000
ENGL,,Health Care,2008,395200
ENGL,,Law,2008,395400
ENGL,,Nursing,2008,395600
ENGL,,Consulting,2008,395800
ENGL,,Unlisted,2008,396000
ENGL,,Communications,2008,396200
ENGL,,Unlisted,2008,396400
ENGL,,Unlisted,2008,396600
ENGL,,"Research,Scientific",2008,396800
ENGL,,Graduate Studies,2008,397000
ENGL,,Non-Profit Adminstration,2008,397200
ENGL,,Publishing,2008,397400
ENGL,,Unlisted,2008,397600
ENGL,,Social Work/Human Services,2008,397800
ENGL,,Unlisted,2008,398000
ENGL,,Unlisted,2008,398200
ENGL,,Other,2008,398400
ENGL,,Agriculture,2008,398600
ENGL,,Law,2008,398800
ENGL,,Unlisted,2008,399000
ENGL,,Unlisted,2008,399200
ENGL,,Unlisted,2008,399400
ENGL,,Unlisted,2009,399600
ENGL,,Business,2009,399800
ENGL,,Unlisted,2009,400000
ENGL,,Unlisted,2009,400200
ENGL,,Unlisted,2009,400400
ENGL,,Graduate Studies,2009,400600
ENGL,,Computer,2009,400800
ENGL,,Unlisted,2009,401000
ENGL,,Education (Higher Education),2009,401200
ENGL,,Unlisted,2009,401400
ENGL,,Unlisted,2009,401600
ENGL,,Health Care,2009,401800
ENGL,,Unlisted,2009,402000
ENGL,,Non-Profit Adminstration,2009,402200
ENGL,,Banking,2009,402400
ENGL,,Education (Higher Education),2009,402600
ENGL,,Unlisted,2009,402800
ENGL,,Unlisted,2009,403000
ENGL,,Unlisted,2009,403200
ENGL,,Unlisted,2009,403400
ENGL,,Unlisted,2009,403600
ENGL,,Education (Elementary),2009,403800
ENGL,,Graduate Studies,2009,404000
ENGL,,Other,2009,404200
ENGL,,"Research,Scientific",2009,404400
ENGL,,Education (Secondary),2009,404600
ENGL,,Government,2009,404800
ENGL,,Unlisted,2009,405000
ENGL,,Graduate Studies,2009,405200
ENGL,,Arts,2009,405400
ENGL,,Performing Arts,2009,405600
ENGL,,Sales,2009,405800
ENGL,,Unlisted,2009,406000
ENGL,,Graduate Studies,2009,406200
ENGL,,Journalism,2009,406400
ENGL,,Medicine,2009,406600
ENGL,,Unlisted,2009,406800
ENGL,,Music,2009,407000
ENGL,,Graduate Studies,2009,407200
ENGL,,Accounting,2009,407400
ENGL,,Other,2009,407600
ENGL,,Education (Higher Education),2009,407800
ENGL,,Other,2009,408000
ENGL,,Unlisted,2009,408200
ENGL,,Unlisted,2009,408400
ENGL,,Graduate Studies,2009,408600
ENGL,,Unlisted,2010,408800
ENGL,,Unlisted,2010,409000
ENGL,,Unlisted,2010,409200
ENGL,,Unlisted,2010,409400
ENGL,,Graduate Studies,2010,409600
ENGL,,Government,2010,409800
ENGL,,Unlisted,2010,410000
ENGL,,Non-Profit Adminstration,2010,410200
ENGL,,Unlisted,2010,410400
ENGL,,Graduate Studies,2010,410600
ENGL,,Graduate Studies,2010,410800
ENGL,,Law,2010,411000
ENGL,,Unlisted,2010,411200
ENGL,,Education (Secondary),2010,411400
ENGL,,Education (Higher Education),2010,411600
ENGL,,Unlisted,2010,411800
ENGL,,International,2010,412000
ENGL,,Performing Arts,2010,412200
ENGL,,Health Care,2010,412400
ENGL,,Unlisted,2010,412600
ENGL,,Unlisted,2010,412800
ENGL,,Other,2010,413000
ENGL,,Unlisted,2010,413200
ENGL,,Graduate Studies,2010,413400
ENGL,,Unlisted,2010,413600
ENGL,,Other,2010,413800
ENGL,,Publishing,2010,414000
ENGL,,Unlisted,2010,414200
ENGL,,Education (Secondary),2010,414400
ENGL,,Unlisted,2010,414600
ENGL,,Unlisted,2010,414800
ENGL,,Graduate Studies,2010,415000
ENGL,,Graduate Studies,2010,415200
ENGL,,Self Employed,2010,415400
ENGL,,Unlisted,2010,415600
ENGL,,Other,2010,415800
ENGL,,Education (Secondary),2010,416000
ENGL,,Writing,2010,416200
ENGL,,Graduate Studies,2010,416400
ENGL,,Graduate Studies,2010,416600
ENGL,,Education (Secondary),2010,416800
ENGL,,Unlisted,2010,417000
ENGL,,Unlisted,2010,417200
ENGL,,Unlisted,2010,417400
ENGL,,Unlisted,2010,417600
ENGL,,Unlisted,2010,417800
ENGL,,Unlisted,2010,418000
ENGL,,Unlisted,2010,418200
ENGL,,Graduate Studies,2011,418400
ENGL,,Unlisted,2011,418600
ENGL,,Volunteer,2011,418800
ENGL,,Education (Secondary),2011,419000
ENGL,,Unlisted,2011,419200
ENGL,,Unlisted,2011,419400
ENGL,,Education (Elementary),2011,419600
ENGL,,Unlisted,2011,419800
ENGL,,Law,2011,420000
ENGL,,Unlisted,2011,420200
ENGL,,Graduate Studies,2011,420400
ENGL,,Volunteer,2011,420600
ENGL,,Graduate Studies,2011,420800
ENGL,,Other,2011,421000
ENGL,,Medicine,2011,421200
ENGL,,Unlisted,2011,421400
ENGL,,Unlisted,2011,421600
ENGL,,Other,2011,421800
ENGL,,Unlisted,2011,422000
ENGL,,Arts,2011,422200
ENGL,,Unlisted,2011,422400
ENGL,,Graduate Studies,2011,422600
ENGL,,Unlisted,2011,422800
ENGL,,Unlisted,2011,423000
ENGL,,Unlisted,2011,423200
ENGL,,Unlisted,2011,423400
ENGL,,Education (Secondary),2011,423600
ENGL,,Unlisted,2011,423800
ENGL,,Unlisted,2011,424000
ENGL,,"Research,Scientific",2011,424200
ENGL,,Other,2011,424400
ENGL,,Unlisted,2011,424600
ENGL,,Other,2011,424800
ENGL,,Unlisted,2011,425000
ENGL,,Library Science,2011,425200
ENGL,,Medicine,2011,425400
ENGL,,Unlisted,2011,425600
ENGL,,"Research, Other",2011,425800
ENGL,,Unlisted,2011,426000
ENGL,,Unlisted,2011,426200
ENGL,,Unlisted,2011,426400
ENGL,,Marketing/Market Research,2011,426600
ENGL,,Other,2011,426800
ENGL,,Unlisted,2011,427000
ENGL,,Unlisted,2011,427200
ENGL,,Graduate Studies,2011,427400
ENGL,,Graduate Studies,2011,427600
ENGL,,Education (Elementary),2011,427800
ENGL,,Unlisted,2011,428000
ENGL,,Unlisted,2011,428200
ENGL,,Unlisted,2011,428400
ENGL,,Education (Higher Education),2011,428600
ENGL,,Unlisted,2011,428800
ENGL,,Other,2011,429000
ENGL,,Finance,2011,429200
ENGL,,Sports,2011,429400
ENGL,,Unlisted,2011,429600
ENGL,,Graduate Studies,2011,429800
ENGL,,Architecture,2011,430000
ENGL,,ECommerce/Web,2011,430200
ENGL,,Graduate Studies,2011,430400
ENGL,,Engineering,2011,430600
ENGL,,Other,2012,430800
ENGL,,Other,2012,431000
ENGL,,Graduate Studies,2012,431200
ENGL,,Unlisted,2012,431400
ENGL,,Unlisted,2012,431600
ENGL,,Graduate Studies,2012,431800
ENGL,,Unlisted,2012,432000
ENGL,,Unlisted,2012,432200
ENGL,,Unlisted,2012,432400
ENGL,,Communications,2012,432600
ENGL,,Unlisted,2012,432800
ENGL,,Publishing,2012,433000
ENGL,,Other,2012,433200
ENGL,,Graduate Studies,2012,433400
ENGL,,Unlisted,2012,433600
ENGL,,Unlisted,2012,433800
ENGL,,Law,2012,434000
ENGL,,Education (Secondary),2012,434200
ENGL,,Graduate Studies,2012,434400
ENGL,,Law,2012,434600
ENGL,,Unlisted,2012,434800
ENGL,,Unlisted,2012,435000
ENGL,,Graduate Studies,2012,435200
ENGL,,Education (Secondary),2012,435400
ENGL,,Unlisted,2012,435600
ENGL,,Graduate Studies,2012,435800
ENGL,,Library Science,2012,436000
ENGL,,Unlisted,2012,436200
ENGL,,Unlisted,2012,436400
ENGL,,Graduate Studies,2012,436600
ENGL,,Unlisted,2012,436800
ENGL,,Unlisted,2012,437000
ENGL,,Unlisted,2012,437200
ENGL,,Unlisted,2012,437400
ENGL,,Graduate Studies,2012,437600
ENGL,,Unlisted,2012,437800
ENGL,,Unlisted,2012,438000
ENGL,,Graduate Studies,2012,438200
ENGL,,Unlisted,2012,438400
ENGL,,Unlisted,2012,438600
ENGL,,Other,2012,438800
ENGL,,Graduate Studies,2012,439000
ENGL,,Unlisted,2012,439200
ENGL,,Unlisted,2012,439400
ENGL,,Other,2012,439600
ENGL,,Unlisted,2012,439800
ENGL,,Other,2012,440000
FILM,,Graduate Studies,2012,440200
FILM,,Unlisted,2012,440400
FILM,,Other,2012,440600
FILM,,Other,2012,440800
FILM,,Graduate Studies,2012,441000
FREN,INST,Unlisted,2011,441200
FREN,PSCI,Graduate Studies,2004,441400
FREN,PSYC,Agriculture,2002,441600
FREN,SOCY,Unlisted,1999,441800
FREN,SOCY,Unlisted,2000,442000
FREN,,Graduate Studies,1999,442200
FREN,,Education (Secondary),1999,442400
FREN,,Non-Profit Adminstration,2000,442600
FREN,,Unlisted,2002,442800
FREN,,Social Work/Human Services,2004,443000
FREN,,Unlisted,2004,443200
FREN,,Graduate Studies,2005,443400
FREN,,Unlisted,2007,443600
FREN,,Music,2008,443800
FREN,,Unlisted,2009,444000
FREN,,Graduate Studies,2011,444200
FREN,,Unlisted,2011,444400
FREN,,Graduate Studies,2011,444600
GERM,HIST,Medicine,2003,444800
GERM,HIST,Business,2003,445000
GERM,PSCI,Unlisted,1999,445200
GERM,PSCI,Health Care,2001,445400
GERM,PSCI,Law,2002,445600
GERM,PSCI,Unlisted,2005,445800
GERM,RELN,Law,2006,446000
GERM,,Law,1999,446200
GERM,,Education (Secondary),2000,446400
GERM,,Public Relations,2001,446600
HIST,INST,Public Relations,2003,446800
